title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating
Battle of Rebels,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Floppy Knights,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Ten Dates,"PlayStation 4, PlayStation 5",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,T
Wildshade: Unicorn Champions,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Pikmin 4,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Juicy Realm,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Beacon Pines,Nintendo Switch,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Terminal Velocity™: Boosted Edition,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
The Last Spell,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T
Immortals of Aveum,"Windows PC, PlayStation 5, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Dragon Quest Treasures,Windows PC,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ET
CRYMACHINA,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T
Batman: Arkham Knight,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M
Spooky Spirit Shooting Gallery,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Five Nights at Freddy's: Security Breach,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Mayhem Brawler,PlayStation 5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,T
Harvest Life & Castaway Paradise,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Ad Infinitum,"Windows PC, PlayStation 5, Xbox Series",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M
The Church in the Darkness,"PlayStation 4, Nintendo Switch",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
The Legend of Heroes: Trails into Reverie,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,T
DRAGON QUEST MONSTERS: The Dark Prince,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Yars: Recharged,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Gravitar: Recharged,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Missile Command: Recharged,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Exo One,PlayStation 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Fitness Boxing Fist of the North Star,Nintendo Switch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ET
POSTAL 4: No Regerts,"PlayStation 4, PlayStation 5",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,M
Severed,Nintendo Switch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Tales from Space: Mutant Blobs Attack,Nintendo Switch,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Crime O'Clock,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ET
Days of Doom,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Little Friends: Puppy Island,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
METAL GEAR SOLID - Master Collection Version,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M
METAL GEAR SOLID 2: Sons of Liberty - Master Collection Version,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M
METAL GEAR SOLID 3: Snake Eater - Master Collection Version,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,M
METAL GEAR SOLID: MASTER COLLECTION Vol.1,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,M
REMOTE LIFE,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Stray,"Xbox One, Xbox Series",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Unsouled,Nintendo Switch,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Everybody 1-2-Switch!,Nintendo Switch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,E
TOKOYO: The Tower of Perpetuity,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Charade Maniacs,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,T
Destroy All Humans! 2 - Reprobed - Single Player,"PlayStation 4, Xbox One",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,T
The Caligula Effect 2,PlayStation 5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T
Valthirian Arc: Hero School Story 2,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Deus Ex: The Fall,Windows PC,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
No Place Like Home,"PlayStation 5, Nintendo Switch, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Skautfold: Usurper,"PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Q.U.B.E. 2 Ultimate Edition,"PlayStation 4, PlayStation 5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,E
Pikmin 1,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Pikmin 2,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Aliens Dark Descent,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Anuchard,Nintendo Switch,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Bud Spencer & Terrence Hill: Slaps And Beans 2,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T
Hammerwatch II: The Chronicles Edition,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Pixel Ripped 1978,PlayStation 5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,T
Marvel's Guardians of the Galaxy,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,T
Gunfire Reborn,"PlayStation 4, PlayStation 5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Jack Jeanne,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,T
Dordogne,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Cities: Skylines II,"Windows PC, PlayStation 5, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Darkest Dungeon® II,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,T
Greyhill Incident,PlayStation 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Fae Farm,"Windows PC, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Fate/Samurai Remnant,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T
KarmaZoo,"PlayStation 5, Nintendo Switch, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Elderand,Nintendo Switch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
GRIME,"PlayStation 5, Nintendo Switch",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Killer Frequency,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Ratchet & Clank: Rift Apart,Windows PC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
The Expanse: A Telltale Series,Windows PC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,M
We Love Katamari REROLL+ Royal Reverie,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Witchcrafty,"PlayStation 4, PlayStation 5",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Sword and Fairy: Together Forever,"PlayStation 4, PlayStation 5",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,T
Telenet Shooting Collection,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,ET
Taito Milestones 2,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
FITNESS CIRCUIT,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Saga of Sins,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ET
CONV/RGENCE: A League of Legends Story,Windows PC,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Hyper Gunsport,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
The Legend of Nayuta: Boundless Trails,"Windows PC, PlayStation 4, Nintendo Switch",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET
Garden Simulator,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Winter’s Wish: Spirits of Edo,Nintendo Switch,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T
Coffee Talk,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M
Q.U.B.E. 10th Anniversary,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,E
Absolute Tactics: Daughters of Mercy,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Ravenlok,Windows PC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Trip World DX,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Death or Treat,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
The Legend of Zelda: Tears of the Kingdom,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
Sword of the Vagrant,"PlayStation 4, Nintendo Switch",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,T
Mayhem Brawler,PlayStation 5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,T
Akai Katana Shin,"PlayStation 4, Nintendo Switch",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T
GigaBash,"PlayStation 4, PlayStation 5, Nintendo Switch",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Psikyo Shooting Library Vol. 2,PlayStation 4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Star Trek: Resurgence,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,T
Under The Waves,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,M
Koumajou Remilia: Scarlet Symphony,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,T
Gimmick! Special Edition,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
LIVE A LIVE,Windows PC,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
You Suck at Parking,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Titan Souls,PlayStation 4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Ghost Song,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Might & Magic: Clash of Heroes - Definitive Edition,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Beholder 3,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M
Afterimage,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Rhapsody: Marl Kingdom Chronicles,"PlayStation 5, Nintendo Switch",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Endzone - A World Apart: Complete Edition,PlayStation 5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T
Endzone - A World Apart: Complete Edition,PlayStation 5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T
Gal Guardians: Demon Purge,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,T
The Lara Croft Collection,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Psikyo Shooting Library Vol. 1,PlayStation 4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Atlas Fallen,"Windows PC, PlayStation 5, Xbox Series",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Firmament,"Macintosh, Windows PC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
41 Hours,"PlayStation 4, PlayStation 5",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Tomb Raider: Underworld,"Windows PC, Xbox 360",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,T
Tomb Raider: The Last Revelation,Windows PC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Tomb Raider: Legend,"Windows PC, Xbox 360",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T
Tomb Raider II,"Macintosh, Windows PC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Tomb Raider III: Adventures of Lara Croft,"Macintosh, Windows PC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Tomb Raider: Definitive Edition,"Windows PC, PlayStation 4, Xbox One",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M
Tomb Raider Chronicles,Windows PC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Tomb Raider: Anniversary,"Macintosh, Windows PC, Xbox 360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,T
Lara Croft: Tomb Raider The Angel of Darkness,Windows PC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Tomb Raider,"Macintosh, Windows PC, Xbox 360",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M
Tomb Raider,"Macintosh, Windows PC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Soul Reaver 2,Windows PC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Legacy of Kain: Defiance,Windows PC,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
Blood Omen 2,Windows PC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Dungeons of Aether,"Windows PC, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Shin chan: Me and the Professor on Summer Vacation -The Endless Seven-Day Journey-,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
ONI : Road to be the Mightiest Oni,"PlayStation 4, PlayStation 5, Nintendo Switch",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
ONI : Road to be the Mightiest Oni,"PlayStation 4, PlayStation 5, Nintendo Switch",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Revita,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Vernal Edge,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Wytchwood,"PlayStation 4, PlayStation 5",0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ET
Ronin,PlayStation 4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Agatha Christie Hercule Poirot : The London Case,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T
The Mageseeker: A League of Legends Story,Windows PC,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
System of Souls,PlayStation 5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Blade Runner Enhanced Edition,"Windows PC, PlayStation 4, Nintendo Switch",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,T
Disney Illusion Island,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
8Doors: Arum's Afterlife Adventure,"PlayStation 4, PlayStation 5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Pretty Princess Magical Garden Island,Nintendo Switch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Ghostwire: Tokyo,Xbox Series,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Process of Elimination,"PlayStation 4, Nintendo Switch",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M
The Valiant,"PlayStation 5, Xbox Series",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Hindsight,Nintendo Switch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Last Stop,Nintendo Switch,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,T
Marvel's Guardians of the Galaxy,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,T
Deus Ex: Mankind Divided,Windows PC,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,M
Deus Ex: Human Revolution Director's Cut,Windows PC,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,M
Deus Ex: Human Revolution,Windows PC,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,M
Deus Ex: Invisible War,Windows PC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Deus Ex,Windows PC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Thief,Windows PC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,M
Thief: Deadly Shadows,Windows PC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Thief II: The Metal Age,Windows PC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Thief: The Dark Project,Windows PC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
